index,StockID,Year,Divident
1024,00708L,2017,0.0
1025,00708L,2018,0.0
1026,00708L,2019,0.0
1027,00708L,2020,0.0
1028,00708L,2021,0.0
1029,00708L,2022,0.0
1030,00708L,2023,0.0
1031,00708L,2024,0.0
1032,00709,2013,0.0
1033,00709,2014,0.0
1034,00709,2015,0.0
1035,00709,2016,0.0
1036,00709,2017,0.0
1037,00709,2018,0.8
1038,00709,2019,0.9
1039,00709,2020,0.72
1040,00709,2021,0.61
1041,00709,2022,0.61
1042,00709,2023,0.63
1043,00709,2024,0.32
1044,00710B,2013,0.0
1045,00710B,2014,0.0
1046,00710B,2015,0.0
1047,00710B,2016,0.0
1048,00710B,2017,0.0
1049,00710B,2018,0.0
1050,00710B,2019,1.12
1051,00710B,2020,0.74
1052,00710B,2021,1.9
1053,00710B,2022,1.99
1054,00710B,2023,0.93
1055,00710B,2024,1.3
1056,00711B,2013,0.0
1057,00711B,2014,0.0
1058,00711B,2015,0.0
1059,00711B,2016,0.0
1060,00711B,2017,0.0
1061,00711B,2018,0.98
1062,00711B,2019,0.75
1063,00711B,2020,0.84
1064,00711B,2021,1.13
1065,00711B,2022,1.08
1066,00711B,2023,1.14
1067,00711B,2024,0.0
1068,00712,2013,0.0
1069,00712,2014,0.0
1070,00712,2015,0.0
1071,00712,2016,0.0
1072,00712,2017,0.0
1073,00712,2018,2.49
1074,00712,2019,2.27
1075,00712,2020,2.09
1076,00712,2021,4.3
1077,00712,2022,2.8
1078,00712,2023,2.32
1079,00712,2024,4.59
1080,00713,2013,0.0
1081,00713,2014,0.0
1082,00713,2015,0.0
1083,00713,2016,0.0
1084,00713,2017,0.0
1085,00713,2018,0.0
1086,00713,2019,0.96
1087,00713,2020,0.36
1088,00713,2021,2.09
1089,00713,2022,1.22
1090,00713,2023,1.31
1091,00713,2024,5.15
1092,00714,2013,0.0
1093,00714,2014,0.0
1094,00714,2015,0.0
1095,00714,2016,0.0
1096,00714,2017,0.0
1097,00714,2018,0.0
1098,00714,2019,0.68
