StockID,StockName,Exchange,Category_code,Category,Reference,ShareCapital,Total_Shares,MarketCapital,Chairman,DayTrade
6649,台生材,OTC,22,生技醫療,29.35,420000000.0,42000.0,1230000000.0,呂紹綸,Yes
6650,帝圖,OES,32,文化創意業,53.88,311000000.0,31100.0,1680000000.0,劉熙海,No
6651,全宇昕,OTC,24,半導體業,75.0,346000000.0,34600.0,2560000000.0,李徐華,Yes
6652,雅祥生醫,OES,22,生技醫療,8.3,1370000000.0,137000.0,1100000000.0,張鴻仁,No
6654,天正國際,OTC,31,其他電子業,51.0,370000000.0,33300.0,1680000000.0,周倩玉,Yes
6655,科定,TSE,20,其他,123.0,822000000.0,74000.0,9140000000.0,曹憲章,Yes
6657,華安,TSE,22,生技醫療,54.0,762000000.0,76200.0,4120000000.0,邱壬乙,Yes
6658,聯策,TSE,31,其他電子業,43.65,329000000.0,32900.0,1450000000.0,林文彬,OnlyBuy
6661,威健生技,OTC,22,生技醫療,22.25,233000000.0,23300.0,517000000.0,陳貴弘,No
6662,樂斯科,OTC,22,生技醫療,35.0,256000000.0,25600.0,898000000.0,陳振忠,No
6664,群翊,OTC,28,電子零組件,225.0,580000000.0,58000.0,12700000000.0,陳安順,Yes
6665,康聯生醫,OES,22,生技醫療,25.68,454000000.0,45400.0,1220000000.0,黃英士,No
6666,羅麗芬-KY,TSE,22,生技醫療,66.7,474000000.0,47400.0,3160000000.0,羅麗芬,Yes
6667,信紘科,OTC,31,其他電子業,188.5,448000000.0,44800.0,8040000000.0,簡士堡,Yes
6668,中揚光,TSE,26,光電業,68.1,912000000.0,91200.0,6160000000.0,李榮洲,Yes
6669,緯穎,TSE,25,電腦及週邊設備業,2595.0,1750000000.0,174800.0,466000000000.0,洪麗寗,Yes
6670,復盛應用,TSE,37,運動休閒,313.0,1330000000.0,132600.0,39900000000.0,李亮箴,Yes
6671,三能-KY,TSE,38,居家生活,45.05,608000000.0,60800.0,2740000000.0,張瑞榮,Yes
6672,騰輝電子-KY,TSE,28,電子零組件,83.9,714000000.0,71400.0,6040000000.0,王有慈,Yes
6673,和詮,OES,26,光電業,10.33,264000000.0,26400.0,281000000.0,鄭再興,No
6674,鋐寶科技,TSE,27,通訊網路業,23.35,676000000.0,67600.0,1580000000.0,翁宗斌,Yes
6676,祥翊,OES,22,生技醫療,27.34,1490000000.0,148700.0,4160000000.0,吳永連,No
6677,瑩碩生技,OES,22,生技醫療,45.81,557000000.0,55700.0,2550000000.0,王建治,No
6679,鈺太,OTC,24,半導體業,388.0,550000000.0,55000.0,21400000000.0,邱景宏,OnlyBuy
6680,鑫創電子,OTC,25,電腦及週邊設備業,85.0,211000000.0,21100.0,1800000000.0,許育瑞,No
6682,華旭矽材,OES,26,光電業,12.44,1220000000.0,121900.0,1370000000.0,黃文瑞,No
6683,雍智科技,OTC,24,半導體業,291.0,272000000.0,27200.0,7970000000.0,李職民,Yes
6684,安格,OTC,24,半導體業,82.0,446000000.0,44600.0,3630000000.0,羅森洲,Yes
6689,伊雲谷,TSE,36,數位雲端,91.6,680000000.0,68000.0,6320000000.0,林啟雄,Yes
6690,安碁資訊,OTC,36,數位雲端,171.5,221000000.0,22100.0,3820000000.0,施宣輝,Yes
6691,洋基工程,TSE,31,其他電子業,370.5,883000000.0,88300.0,33600000000.0,賴有忠,Yes
6692,進能服,OTC,35,綠能環保,30.15,519000000.0,51900.0,1570000000.0,黃舉昇,No
6693,廣閎科,OTC,24,半導體業,71.8,457000000.0,45700.0,3280000000.0,林明璋,Yes
6695,芯鼎,TSE,24,半導體業,52.4,956000000.0,95200.0,4930000000.0,羅森洲,Yes
6696,仁新,OES,22,生技醫療,90.98,786000000.0,78600.0,7110000000.0,林雨新,No
6697,東捷資訊,OTC,30,資訊服務業,48.5,273000000.0,27300.0,1310000000.0,高尚偉,No
6698,旭暉應材,TSE,31,其他電子業,32.65,664000000.0,66400.0,2180000000.0,趙勤孝,Yes
6699,奇邑,OES,24,半導體業,52.95,305000000.0,30500.0,1610000000.0,李欣欣,No
6703,軒郁,OTC,22,生技醫療,289.0,279000000.0,27900.0,8080000000.0,胡蕙郁,Yes
6704,國璽幹細胞,OES,22,生技醫療,37.83,959000000.0,95900.0,3690000000.0,莊明熙,No
6705,振躍精密,OES,05,電機機械,48.6,170000000.0,17000.0,829000000.0,陳萬來,No
6706,惠特,TSE,26,光電業,52.4,736000000.0,73600.0,4240000000.0,徐秋田,Yes
6707,富基電通,OES,29,電子通路業,23.73,508000000.0,50800.0,1230000000.0,楊連芳,No
6708,天擎,OTC,24,半導體業,42.0,290000000.0,29000.0,1200000000.0,呂惠平,No
6709,昱厚生技,OES,22,生技醫療,22.83,534000000.0,53400.0,1230000000.0,徐悠深,No
6712,長聖,OTC,22,生技醫療,194.0,733000000.0,73300.0,14400000000.0,劉銖淇,Yes
6715,嘉基,TSE,28,電子零組件,161.0,660000000.0,65600.0,10800000000.0,朱德祥,Yes
6716,應廣,OTC,24,半導體業,111.0,304000000.0,30400.0,3300000000.0,唐燦弼,Yes
6719,力智,TSE,24,半導體業,266.0,812000000.0,81000.0,21900000000.0,許先越,Yes
6720,久昌,OES,24,半導體業,158.51,225000000.0,22500.0,3500000000.0,葉錦祥,No
6721,信實,OTC,20,其他,52.4,225000000.0,22500.0,1180000000.0,楊文榮,No
6722,輝創,OES,31,其他電子業,60.94,780000000.0,78000.0,4770000000.0,江義行,No
6723,傑智環境,OES,35,綠能環保,35.98,226000000.0,22600.0,819000000.0,張豐堂,No
6725,矽科宏晟,OES,31,其他電子業,155.83,330000000.0,33000.0,5360000000.0,郭錦松,No
6727,亞泰金屬,OTC,28,電子零組件,69.3,247000000.0,25300.0,1760000000.0,鄒貴銓,Yes
6728,上洋,OTC,38,居家生活,140.5,230000000.0,23000.0,3210000000.0,吳明富,No
6729,機光科技,OES,26,光電業,19.17,252000000.0,25200.0,492000000.0,顏豐文,No
6730,常廣,OES,22,生技醫療,40.2,320000000.0,32000.0,1290000000.0,陳政宏,No
6732,昇佳電子,OTC,24,半導體業,343.0,489000000.0,48900.0,16800000000.0,李盛樞,Yes
6733,博晟生醫,OTC,22,生技醫療,36.65,1230000000.0,123100.0,4520000000.0,陳德禮,No
6734,安盛生,OES,22,生技醫療,4.4,549000000.0,49500.0,237000000.0,陳彥宇,No
6735,美達科技,OTC,31,其他電子業,82.1,419000000.0,41900.0,3440000000.0,陳林杰,Yes
6737,秀育,OES,25,電腦及週邊設備業,64.2,601000000.0,60100.0,3700000000.0,梁徽彬,No
6738,鼎恒,OES,30,資訊服務業,46.87,318000000.0,28200.0,1320000000.0,簡士評,No
6739,竹陞科技,OES,31,其他電子業,92.0,203000000.0,20300.0,1870000000.0,方泰又,No
6741,91APP*-KY,OTC,36,數位雲端,91.2,603000000.0,120600.0,11400000000.0,何英圻,Yes
6742,澤米,TSE,26,光電業,76.7,713000000.0,70900.0,5480000000.0,何昆年,No
6743,安普新,TSE,31,其他電子業,56.3,1500000000.0,150000.0,8700000000.0,黃常青,Yes
6744,豐技生技,OES,22,生技醫療,23.0,154000000.0,15400.0,346000000.0,張宏名,No
6747,亨泰光,OTC,22,生技醫療,176.0,242000000.0,24200.0,4290000000.0,吳怡璁,No
6748,亞果生醫,OES,22,生技醫療,27.4,612000000.0,61200.0,1680000000.0,謝達仁,No
6750,泰創工程,OES,31,其他電子業,27.07,332000000.0,33200.0,887000000.0,陳萬富,No
6751,智聯服務,OTC,30,資訊服務業,61.9,222000000.0,22200.0,1430000000.0,施宣輝,No
6752,叡揚,OTC,30,資訊服務業,115.5,328000000.0,32800.0,3750000000.0,張培鏞,Yes
6753,龍德造船,TSE,15,航運,125.5,1080000000.0,107800.0,13700000000.0,黃守真,Yes
6754,匯僑設計,TSE,38,居家生活,61.9,660000000.0,66000.0,4100000000.0,王秀卿,Yes
6755,連鋐科技,OES,28,電子零組件,24.84,379000000.0,37900.0,872000000.0,陳嘉輝,No
6756,威鋒電子,TSE,24,半導體業,195.0,694000000.0,69000.0,13600000000.0,陳文琦,Yes
6757,台灣虎航-創,TSE,15,航運,43.8,4490000000.0,449000.0,19900000000.0,陳漢銘,No
6758,冠亞,OES,22,生技醫療,42.85,135000000.0,13500.0,595000000.0,林延生,No
6761,穩得,OTC,28,電子零組件,94.8,301000000.0,30100.0,2880000000.0,高治宏,Yes
6762,達亞,OTC,22,生技醫療,241.0,259000000.0,25900.0,6320000000.0,許雅雯,No
6763,綠界科技,OTC,36,數位雲端,456.0,184000000.0,18400.0,8560000000.0,林雪慧,Yes
6764,亞洲教育,OES,20,其他,22.36,383000000.0,38300.0,874000000.0,吳明錦,No
6767,台微醫,OTC,22,生技醫療,37.0,291000000.0,29100.0,1080000000.0,梁晃千,No
6768,志強-KY,TSE,37,運動休閒,94.9,1960000000.0,196000.0,19300000000.0,陳維家,Yes
6770,力積電,TSE,24,半導體業,24.7,40900000000.0,4067000.0,107600000000.0,黃崇仁,Yes
6771,平和環保,OES,35,綠能環保,77.62,292000000.0,29200.0,2290000000.0,吳明陽,No
6775,穎台科技,OES,26,光電業,27.62,975000000.0,97500.0,2670000000.0,王志鴻,No
6776,展碁國際,TSE,29,電子通路業,62.8,816000000.0,81600.0,5140000000.0,陳俊聖,Yes
6780,學習王,OES,32,文化創意業,15.98,165000000.0,16500.0,247000000.0,張鎮麟,No
6781,AES-KY,TSE,28,電子零組件,664.0,854000000.0,85400.0,55400000000.0,宋福祥,Yes
6782,視陽,TSE,22,生技醫療,231.5,630000000.0,63000.0,14600000000.0,李重儀,Yes
6784,天凱科技,OES,27,通訊網路業,21.5,184000000.0,18400.0,400000000.0,劉明湘,No
6785,昱展新藥,OTC,22,生技醫療,270.5,668000000.0,66800.0,17400000000.0,林東和,Yes
6786,芯測,OES,24,半導體業,34.56,254000000.0,25400.0,876000000.0,陳冠豪,No
6787,晶瑞光,OES,26,光電業,18.28,699000000.0,69900.0,1320000000.0,鄒政興,No
6788,華景電,OTC,24,半導體業,140.5,347000000.0,34700.0,4790000000.0,陳榮華,Yes
6789,采鈺,TSE,24,半導體業,265.0,3170000000.0,317000.0,85700000000.0,關欣,Yes
6790,永豐實,TSE,09,造紙工業,52.5,2670000000.0,267100.0,14000000000.0,何奕達,Yes
6791,虎門科技,OTC,30,資訊服務業,81.5,208000000.0,20800.0,1690000000.0,林麗俐,No
6792,詠業,TSE,27,通訊網路業,80.2,479000000.0,47900.0,3870000000.0,蘇開建,Yes
6793,天力離岸,OES,20,其他,40.3,700000000.0,70000.0,2830000000.0,吳坤達,No
6794,向榮生技,OES,22,生技醫療,83.78,557000000.0,42700.0,3590000000.0,蔡意文,No
6796,晉弘,TSE,22,生技醫療,79.8,346000000.0,34600.0,2770000000.0,鄭竹明,Yes
6797,圓點奈米,OES,22,生技醫療,26.59,307000000.0,30700.0,819000000.0,章季芸,No
6798,展逸,OES,37,運動休閒,57.2,196000000.0,19600.0,1120000000.0,張憲銘,No
6799,來頡,TSE,24,半導體業,142.0,425000000.0,42600.0,6030000000.0,愛普科技股份有限公司,Yes
6803,崑鼎,OTC,35,綠能環保,314.5,716000000.0,71900.0,22500000000.0,廖俊吉吉,Yes
6804,明係,OTC,37,運動休閒,48.35,350000000.0,35000.0,1690000000.0,江永平,Yes
6805,富世達,TSE,28,電子零組件,664.0,686000000.0,68600.0,43700000000.0,黃祖模,Yes
6806,森崴能源,TSE,35,綠能環保,124.5,2160000000.0,220800.0,26700000000.0,郭台強,Yes
6807,峰源-KY,TSE,38,居家生活,54.8,540000000.0,54000.0,2990000000.0,蔡文達,Yes
6808,三鼎生技,OES,22,生技醫療,32.49,668000000.0,56800.0,1850000000.0,歐耿良,No
6810,新穎生醫,OES,22,生技醫療,38.85,344000000.0,34400.0,1340000000.0,曾錙翎,No
6811,宏碁資訊,OTC,36,數位雲端,273.5,414000000.0,41400.0,11200000000.0,陳俊聖,Yes
6812,梭特,OES,26,光電業,165.39,304000000.0,30400.0,4880000000.0,盧彥豪,No
6813,富動科,OES,25,電腦及週邊設備業,13.36,200000000.0,20000.0,263000000.0,黃士恭,No
6814,路迦生醫,OES,22,生技醫療,29.76,369000000.0,36900.0,1110000000.0,唐稚超,No
6815,晶鑽生醫,OES,22,生技醫療,94.25,275000000.0,27500.0,2570000000.0,賴柏如,No
6816,捷智商訊,OES,30,資訊服務業,56.09,122000000.0,12200.0,706000000.0,林群國,No
6817,溫士頓,OES,22,生技醫療,123.72,184000000.0,18400.0,2270000000.0,蔡森田,No
6818,連騰,OES,27,通訊網路業,32.51,253000000.0,25300.0,838000000.0,陳鴻儀,No
6819,眾智,OES,24,半導體業,32.27,305000000.0,30500.0,958000000.0,吳岱錡,No
6820,連訊,OES,27,通訊網路業,28.02,221000000.0,22100.0,633000000.0,陳鴻儀,No
6821,聯寶,OTC,28,電子零組件,38.55,310000000.0,31000.0,1210000000.0,譚明珠,Yes
6823,濾能,OTC,24,半導體業,70.9,222000000.0,22200.0,1600000000.0,黃銘文,Yes
6825,和暢科技,OES,25,電腦及週邊設備業,36.51,194000000.0,19400.0,737000000.0,周邦基,No
6826,和淞,OES,31,其他電子業,201.73,608000000.0,60800.0,12300000000.0,應柔爾,No
6827,巨生醫,OES,22,生技醫療,24.05,650000000.0,65000.0,1550000000.0,蔣為峰,No
6829,千附精密,OTC,05,電機機械,114.0,592000000.0,59200.0,6660000000.0,張瓊如,Yes
6830,汎銓,TSE,31,其他電子業,127.0,468000000.0,46800.0,5990000000.0,柳紀綸,Yes
6831,邁科,OES,25,電腦及週邊設備業,91.24,569000000.0,56900.0,5180000000.0,趙元山,No
6832,金鼎科,OES,20,其他,58.11,240000000.0,24000.0,1410000000.0,林瑞岳,No
6833,太康精密,OES,28,電子零組件,27.66,500000000.0,50000.0,1400000000.0,葉辛池,No
6834,天二科技,TSE,28,電子零組件,27.45,885000000.0,88500.0,2360000000.0,廖震益,Yes
6835,圓裕,TSE,28,電子零組件,54.6,662000000.0,66200.0,3630000000.0,張志中,Yes
6838,台新藥,OES,22,生技醫療,53.11,1340000000.0,134100.0,7140000000.0,程正禹,No
6839,開陽能源,OES,35,綠能環保,31.3,781000000.0,78100.0,2460000000.0,蔡宗融,No
6840,東研信超,OTC,31,其他電子業,72.0,253000000.0,25300.0,1810000000.0,吳仲超,No
6841,長佳智能,OTC,22,生技醫療,83.4,985000000.0,98500.0,8220000000.0,陳明豐,Yes
6842,一元素,OES,24,半導體業,53.84,230000000.0,23000.0,1260000000.0,蕭進益,No
6843,進典,OTC,05,電機機械,56.3,333000000.0,33300.0,1900000000.0,范義鑫,Yes
6844,諾貝兒,OTC,22,生技醫療,165.0,380000000.0,38000.0,6310000000.0,張振興,No
6846,綠茵,OTC,02,食品工業,78.9,269000000.0,26900.0,2110000000.0,吳嘉峰,No
6847,普瑞博,OES,22,生技醫療,109.21,142000000.0,14200.0,1640000000.0,陳彥文,No
6848,拉法醫,OES,22,生技醫療,16.04,130000000.0,13000.0,207000000.0,卓明偉,No
6850,光鼎生技,OES,22,生技醫療,49.56,266000000.0,26600.0,1330000000.0,蔡守冠,No
6854,錼創科技-KY創,TSE,24,半導體業,78.2,1070000000.0,107200.0,8420000000.0,李允立,No
6855,數泓科,OTC,31,其他電子業,136.5,211000000.0,21100.0,2790000000.0,游祥鎮,No
6856,鑫傳,OTC,32,文化創意業,65.6,282000000.0,28200.0,1860000000.0,廖紫岑,No
6857,宏碁智醫,OES,22,生技醫療,167.5,152000000.0,15200.0,2590000000.0,連加恩,No
6858,愛比科技,OES,25,電腦及週邊設備業,28.22,272000000.0,27200.0,761000000.0,洪裕鈞,No
6859,伯特光,OTC,26,光電業,118.5,391000000.0,39100.0,4740000000.0,陳柏輯,Yes
6861,睿生光電,TSE,22,生技醫療,72.2,403000000.0,40300.0,2930000000.0,楊柱祥,Yes
6863,永道-KY,TSE,27,通訊網路業,211.5,743000000.0,74300.0,16100000000.0,何奕達,Yes
6864,元樟生技,OES,22,生技醫療,26.68,283000000.0,28300.0,764000000.0,蔡宜儒,No
6865,偉康科技,OTC,30,資訊服務業,50.0,145000000.0,14500.0,722000000.0,連泓鈞,No
6867,坦德科技,OES,26,光電業,30.15,350000000.0,25000.0,754000000.0,江凱量,No
6868,采威國際,OES,30,資訊服務業,54.7,203000000.0,22500.0,1230000000.0,蕭哲君,No
6869,雲豹能源-創,TSE,35,綠能環保,142.5,1180000000.0,116200.0,16300000000.0,廖福生,No
6870,騰雲,OTC,36,數位雲端,141.0,218000000.0,21800.0,3070000000.0,梁基文,No
6872,浩宇生醫,OES,22,生技醫療,30.22,624000000.0,62400.0,1880000000.0,陳正,No
6873,泓德能源-創,TSE,35,綠能環保,170.0,1000000000.0,101300.0,17000000000.0,謝源一,No
6874,倍力,OTC,30,資訊服務業,105.5,220000000.0,22000.0,2380000000.0,許金隆,No
6875,國邑*,OTC,22,生技醫療,71.9,645000000.0,129000.0,9220000000.0,王建治,No
6876,朗齊生醫*,OES,22,生技醫療,25.14,426000000.0,31600.0,795000000.0,陳丘泓,No
6877,鏵友益,OTC,31,其他電子業,38.1,341000000.0,34100.0,1280000000.0,杜泰源,Yes
6878,歐付寶,OES,17,金融保險,23.12,726000000.0,72600.0,1920000000.0,林秀芳,No
6879,大江基因,OES,22,生技醫療,77.55,265000000.0,21500.0,1660000000.0,林詠翔,No
6881,潤德,OES,20,其他,231.33,135000000.0,13500.0,3100000000.0,簡滄圳,No
6882,甲尚,OES,30,資訊服務業,32.05,230000000.0,23200.0,742000000.0,王宏洋,No
6884,海柏特,OES,30,資訊服務業,59.82,162000000.0,16200.0,973000000.0,侯知遠,No
6885,全福生技,OES,22,生技醫療,31.17,1160000000.0,115800.0,3560000000.0,林羣,No
6886,遠東生技,OES,02,食品工業,51.94,278000000.0,27800.0,1490000000.0,闕壯群,No
6891,樂迦再生,OES,22,生技醫療,30.18,2000000000.0,200000.0,5980000000.0,何弘能,No
6892,台寶生醫,OES,22,生技醫療,36.89,741000000.0,74300.0,2760000000.0,黃智遠,No
6894,衛司特,OTC,35,綠能環保,227.5,238000000.0,23800.0,5460000000.0,林世民,Yes
6895,宏碩系統,OTC,24,半導體業,96.4,341000000.0,34100.0,3280000000.0,趙勤孝,Yes
6898,程曦資訊,OES,30,資訊服務業,109.17,187000000.0,18700.0,2050000000.0,黃士軍,No
6899,創為精密,OTC,26,光電業,63.5,424000000.0,42400.0,2710000000.0,趙書華,No
6901,鑽石投資,TSE,20,其他,39.45,8500000000.0,849300.0,34400000000.0,路孔明,Yes
6902,走著瞧-創,TSE,36,數位雲端,152.0,320000000.0,32000.0,4820000000.0,鄭勝丰,No
6903,巨漢,OES,31,其他電子業,214.71,606000000.0,60600.0,13100000000.0,王滄鍊,No
6904,伯鑫,OTC,20,其他,208.5,185000000.0,18500.0,3480000000.0,趙秀月,No
6906,現觀科,TSE,36,數位雲端,128.5,335000000.0,33500.0,4640000000.0,邱大剛,No
6908,宏碁遊戲,OES,29,電子通路業,70.9,350000000.0,35000.0,2480000000.0,高樹國,No
6909,創控,OES,24,半導體業,38.67,602000000.0,60200.0,2330000000.0,王禮鵬,No
6910,德鴻,OES,36,數位雲端,38.56,269000000.0,26900.0,1040000000.0,林宏興,No
6911,群運,OES,20,其他,48.92,200000000.0,20000.0,1000000000.0,李天佑,No
6912,益鈞環科*,OES,35,綠能環保,10.05,130000000.0,130000.0,1360000000.0,秦嘉鴻,No
6913,鴻呈,OES,28,電子零組件,99.63,380000000.0,38000.0,3770000000.0,簡忠正,No
6914,阜爾運通,TSE,20,其他,197.0,662000000.0,66200.0,12600000000.0,楊文杰,No
6915,美強光,OES,28,電子零組件,18.09,353000000.0,35300.0,540000000.0,高志誠,No
6916,華凌,TSE,26,光電業,25.9,675000000.0,67500.0,1740000000.0,廖育斌,No
6917,竟天,OES,22,生技醫療,21.38,448000000.0,44800.0,963000000.0,王藹君,No
6918,愛派司,OES,22,生技醫療,67.51,305000000.0,30500.0,2030000000.0,李泗銘,No
6919,康霈*,OES,22,生技醫療,378.26,697000000.0,139400.0,53000000000.0,徐坴暉,No
6920,恆勁科技,OES,24,半導體業,15.43,2970000000.0,297400.0,4570000000.0,胡竹青,No
6922,宸曜,OTC,25,電腦及週邊設備業,127.5,256000000.0,25600.0,3360000000.0,高明和,Yes
6923,中台,OES,35,綠能環保,102.96,826000000.0,82600.0,8590000000.0,鄭光傑,No
6925,意藍,OES,36,數位雲端,61.58,176000000.0,17600.0,1100000000.0,陳甫彥,No
6926,聖安生醫,OES,22,生技醫療,65.53,498000000.0,49800.0,3160000000.0,黃秋錦,No
6927,聯合聚晶,OES,24,半導體業,101.5,380000000.0,24800.0,2470000000.0,李威德,No
6928,攸泰科技,TSE,25,電腦及週邊設備業,65.0,860000000.0,86000.0,7350000000.0,簡民智,No
6929,佑全,OTC,22,生技醫療,71.5,443000000.0,44300.0,3160000000.0,鄭振文,No
6931,青松健康,OES,22,生技醫療,102.79,552000000.0,55200.0,5690000000.0,陳謀,No
6932,水星生醫*,OES,22,生技醫療,13.86,104000000.0,416000.0,5760000000.0,林玉龍,No
6933,AMAX-KY,TSE,25,電腦及週邊設備業,321.0,417000000.0,40400.0,13600000000.0,倪小菁,Yes
6935,王子製藥,OES,02,食品工業,30.11,366000000.0,36600.0,1050000000.0,李啓達,No
6936,永鴻生技,OES,33,農業科技,36.92,663000000.0,66300.0,2440000000.0,李芳裕,No
6937,天虹,TSE,24,半導體業,196.0,675000000.0,67500.0,13100000000.0,黃見駱,Yes
6938,藍新資訊,OES,30,資訊服務業,90.59,123000000.0,12300.0,1130000000.0,郭廷群,No
6939,啟弘生技,OES,22,生技醫療,43.1,348000000.0,34800.0,1430000000.0,阮大同,No
6940,格斯科技*,OES,28,電子零組件,40.11,749000000.0,299700.0,11900000000.0,張忠傑,No
6944,兆聯實業,OES,35,綠能環保,356.61,615000000.0,61500.0,21900000000.0,林國清,No
6945,圓祥生技,OES,22,生技醫療,59.61,647000000.0,64900.0,3880000000.0,陳志全,No
6947,台鎔科技,OES,35,綠能環保,72.21,943000000.0,94300.0,6820000000.0,陳麗麗,No
6949,沛爾生醫-創,TSE,22,生技醫療,148.5,571000000.0,57700.0,8650000000.0,林成龍,No
6951,青新,OES,35,綠能環保,68.27,400000000.0,40000.0,2720000000.0,張芳正,No
6952,大武山,OES,33,農業科技,76.66,608000000.0,60800.0,4540000000.0,林鳳春,No
6953,家碩,OTC,24,半導體業,275.5,273000000.0,30000.0,8370000000.0,邱銘乾,No
6955,邦睿生技,OES,22,生技醫療,158.17,171000000.0,17100.0,2710000000.0,徐振騰,No
6958,日盛台駿,OES,20,其他,42.15,3510000000.0,351200.0,15700000000.0,簡志明,No
6959,兆捷科技,OES,21,化學工業,124.2,337000000.0,33800.0,3890000000.0,高啓全,No
6961,旅天下,OES,16,觀光餐旅,138.44,202000000.0,20200.0,2940000000.0,李嘉寅,No
6963,品元,OES,02,食品工業,65.2,121000000.0,12100.0,790000000.0,曾仁佑,No
6967,汎瑋材料,OES,28,電子零組件,71.85,226000000.0,22600.0,1640000000.0,李家旺,No
6968,萬達寵物,OES,38,居家生活,86.01,399000000.0,39900.0,3520000000.0,陳樂維,No
6971,惠民實業,OES,35,綠能環保,61.6,352000000.0,35200.0,2270000000.0,楊仁彰,No
6973,永立榮,OES,22,生技醫療,51.24,296000000.0,29600.0,1450000000.0,簡奉任,No
6976,育世博-KY,OES,22,生技醫療,27.94,5700000000.0,569600.0,15900000000.0,楊育民,No
6977,聯純,OES,35,綠能環保,47.85,140000000.0,14000.0,670000000.0,許銘喬,No
6980,鐳洋科技,OES,27,通訊網路業,97.04,300000000.0,30000.0,2920000000.0,王奕翔,No
6982,大井泵浦,OES,05,電機機械,80.52,353000000.0,35300.0,2760000000.0,黃景豐,No
6983,華洋精機,OES,31,其他電子業,99.82,159000000.0,15900.0,1570000000.0,邱見泰,No
6984,交流資服,OES,36,數位雲端,31.49,156000000.0,15600.0,565000000.0,陳彥甫,No
6986,和迅,OES,22,生技醫療,70.15,460000000.0,46000.0,3240000000.0,温政翰,No
6990,華鉬,OES,35,綠能環保,36.95,600000000.0,60000.0,2240000000.0,王大介,No
6994,富威電力,OES,35,綠能環保,113.1,600000000.0,60000.0,6810000000.0,胡惠森,No
6996,力領科技,OES,24,半導體業,271.5,380000000.0,38000.0,10400000000.0,毛穎文,No
6997,博弘,OES,36,數位雲端,144.0,200000000.0,20000.0,2880000000.0,井琪,No
7402,邑錡,OTC,26,光電業,119.0,352000000.0,35200.0,4020000000.0,陳世哲,Yes
7419,達勝,OES,28,電子零組件,21.39,400000000.0,40000.0,762000000.0,孫德崢,No
7427,華上生醫,OES,22,生技醫療,50.26,385000000.0,38500.0,2000000000.0,陳嘉南,No
7443,凡事康,OES,20,其他,9.98,220000000.0,22000.0,228000000.0,賴炎村,No
7507,環拓科技,OES,35,綠能環保,55.32,1020000000.0,102100.0,6550000000.0,袁連惟,No
7516,清淨海,OES,20,其他,9.62,193000000.0,19300.0,183000000.0,羅允俊,No
7530,鋒魁科技,OES,24,半導體業,33.7,315000000.0,31500.0,1100000000.0,張育銓,No
7547,碩網,OES,36,數位雲端,49.21,290000000.0,29000.0,1420000000.0,張育達,No
7551,知識科技,OES,36,數位雲端,17.2,121000000.0,12100.0,206000000.0,任正偉,No
7555,美萌,OES,22,生技醫療,62.04,205000000.0,20500.0,1280000000.0,魏聰哲,No
7556,意德士,OTC,24,半導體業,134.0,241000000.0,24100.0,3190000000.0,闕聖哲,Yes
7558,群利科技,OES,20,其他,9.98,186000000.0,18600.0,204000000.0,王聖(敏心),No
7561,光晟生技,OES,22,生技醫療,18.93,301000000.0,30100.0,575000000.0,呂春美,No
7562,博來科技,OES,25,電腦及週邊設備業,44.4,210000000.0,21000.0,932000000.0,蔣永慶,No
7566,亞果遊艇,OES,16,觀光餐旅,29.92,1390000000.0,118200.0,3580000000.0,侯佑霖,No
7575,安美得,OES,22,生技醫療,58.85,300000000.0,30000.0,1740000000.0,王耀乾,No
7578,利百景,OES,20,其他,39.96,534000000.0,47400.0,1870000000.0,鍾政祐,No
7583,國際海洋,OES,35,綠能環保,108.4,166000000.0,16600.0,1760000000.0,蔡明格,No
7584,樂意,OES,32,文化創意業,90.3,145000000.0,14500.0,1290000000.0,梁敏永,No
7590,怡和國際,OES,20,其他,22.07,984000000.0,98400.0,2190000000.0,朱文煌,No
7595,世基生醫,OES,22,生技醫療,18.0,505000000.0,50500.0,908000000.0,詹富蕙,No
7607,通用幹細胞*,OES,22,生技醫療,33.42,196000000.0,30600.0,975000000.0,蘇鴻麟,No
7610,聯友金屬,OES,35,綠能環保,67.38,309000000.0,30900.0,2070000000.0,顏文良,No
7631,聚賢研發,OES,31,其他電子業,107.53,168000000.0,16800.0,1850000000.0,曾國強,No
7642,昶瑞機電,OES,05,電機機械,99.97,265000000.0,26500.0,2650000000.0,蔡翔如,No
7702,前端風電,OES,35,綠能環保,86.73,660000000.0,66000.0,5640000000.0,粟明德,No
7703,銳澤,OES,31,其他電子業,182.13,316000000.0,31600.0,5770000000.0,梁進利,No
7704,明遠精密,OES,24,半導體業,112.12,306000000.0,30600.0,3310000000.0,寇崇善,No
7705,三商餐飲,OES,16,觀光餐旅,84.85,604000000.0,60400.0,5150000000.0,陳翔玢,No
7706,宏碁創達,OES,20,其他,76.78,100000000.0,10000.0,768000000.0,韓政達,No
7707,益芯科,OES,24,半導體業,241.27,457000000.0,45700.0,11300000000.0,陳仲羲,No
7708,全家餐飲,OES,16,觀光餐旅,108.5,230000000.0,23000.0,2500000000.0,吳勝福,No
7709,榮田,OES,05,電機機械,58.75,345000000.0,34500.0,2080000000.0,陳松田,No
7712,博盛半導體,OES,24,半導體業,137.09,294000000.0,29400.0,4250000000.0,孟祥集,No
